P_Ac_in (W),Charge Aging cost (€ct/kWh),Cap_Loss_CH [p.u./HalfCycle],,P_Ac_out,Discharge Aging cost (€ct/kWh),Cap_Loss_DCH [p.u./HalfCycle]
-32472,0.861961409,2.36154E-06,,32472,0.116066496,3.18E-07
-32508,0.864578285,2.36871E-06,,32508,0.116066496,3.18E-07
-32544,0.867205222,2.3759E-06,,32544,0.116066496,3.18E-07
-32580,0.869526055,2.38226E-06,,32580,0.116066496,3.18E-07
-32616,0.872172024,2.38951E-06,,32616,0.116066496,3.18E-07
-32652,0.874828174,2.39679E-06,,32652,0.116066496,3.18E-07
-32688,0.877494548,2.40409E-06,,32688,0.116066496,3.18E-07
-32724,0.879850231,2.41055E-06,,32724,0.116066496,3.18E-07
-32760,0.882535943,2.41791E-06,,32760,0.116066496,3.18E-07
-32796,0.885232,2.42529E-06,,32796,0.116066496,3.18E-07
-32832,0.887613913,2.43182E-06,,32832,0.116066496,3.18E-07
-32868,0.890329539,2.43926E-06,,32868,0.116066496,3.18E-07
-32904,0.893055633,2.44673E-06,,32904,0.116066496,3.18E-07
-32940,0.895792239,2.45423E-06,,32940,0.116066496,3.18E-07
-32976,0.898209987,2.46085E-06,,32976,0.116066496,3.18E-07
-33012,0.900966477,2.4684E-06,,33012,0.116066496,3.18E-07
-33048,0.903733605,2.47598E-06,,33048,0.116066496,3.18E-07
-33084,0.906511415,2.48359E-06,,33084,0.116066496,3.18E-07
-33120,0.908965574,2.49032E-06,,33120,0.116066496,3.18E-07
-33156,0.911763588,2.49798E-06,,33156,0.116066496,3.18E-07
-33192,0.914572411,2.50568E-06,,33192,0.116066496,3.18E-07
-33228,0.917392088,2.5134E-06,,33228,0.116066496,3.18E-07
-33264,0.919883247,2.52023E-06,,33264,0.116066496,3.18E-07
-33300,0.922723454,2.52801E-06,,33300,0.116066496,3.18E-07
-33336,0.925574646,2.53582E-06,,33336,0.116066496,3.18E-07
-33372,0.928436866,2.54366E-06,,33372,0.116066496,3.18E-07
-33408,0.930965621,2.55059E-06,,33408,0.116066496,3.18E-07
-33444,0.933848704,2.55849E-06,,33444,0.116066496,3.18E-07
-33480,0.936742948,2.56642E-06,,33480,0.116066496,3.18E-07
-33516,0.939648399,2.57438E-06,,33516,0.116066496,3.18E-07
-33552,0.942215357,2.58141E-06,,33552,0.116066496,3.18E-07
-33588,0.945142008,2.58943E-06,,33588,0.116066496,3.18E-07
-33624,0.94808,2.59748E-06,,33624,0.116066496,3.18E-07
-33660,0.95102938,2.60556E-06,,33660,0.116066496,3.18E-07
-33696,0.95363516,2.6127E-06,,33696,0.116066496,3.18E-07
-33732,0.956606082,2.62084E-06,,33732,0.116066496,3.18E-07
-33768,0.959588529,2.62901E-06,,33768,0.116066496,3.18E-07
-33804,0.962582549,2.63721E-06,,33804,0.116066496,3.18E-07
-33840,0.965227778,2.64446E-06,,33840,0.116066496,3.18E-07
-33876,0.968243688,2.65272E-06,,33876,0.116066496,3.18E-07
-33912,0.97127131,2.66102E-06,,33912,0.116066496,3.18E-07
-33948,0.974310693,2.66934E-06,,33948,0.116066496,3.18E-07
-33984,0.976996008,2.6767E-06,,33984,0.116066496,3.18E-07
-34020,0.980057635,2.68509E-06,,34020,0.116066496,3.18E-07
-34056,0.983131163,2.69351E-06,,34056,0.116066496,3.18E-07
-34092,0.986216642,2.70196E-06,,34092,0.116066496,3.18E-07
-34128,0.988942694,2.70943E-06,,34128,0.116066496,3.18E-07
-34164,0.992050778,2.71795E-06,,34164,0.116066496,3.18E-07
-34200,0.995170955,2.7265E-06,,34200,0.116066496,3.18E-07
-34236,0.998303277,2.73508E-06,,34236,0.116066496,3.18E-07
-34272,1.001070726,2.74266E-06,,34272,0.116066496,3.18E-07
-34308,1.004226019,2.7513E-06,,34308,0.116066496,3.18E-07
-34344,1.007393602,2.75998E-06,,34344,0.116066496,3.18E-07
-34380,1.010573527,2.76869E-06,,34380,0.116066496,3.18E-07
-34416,1.013383044,2.77639E-06,,34416,0.116066496,3.18E-07
-34452,1.016586312,2.78517E-06,,34452,0.116066496,3.18E-07
-34488,1.019802069,2.79398E-06,,34488,0.116066496,3.18E-07
-34524,1.023030368,2.80282E-06,,34524,0.116066496,3.18E-07
-34560,1.025882636,2.81064E-06,,34560,0.116066496,3.18E-07
-34596,1.029134657,2.81955E-06,,34596,0.116066496,3.18E-07
-34632,1.032399371,2.82849E-06,,34632,0.116066496,3.18E-07
-34668,1.03567683,2.83747E-06,,34668,0.116066496,3.18E-07
-34704,1.038572541,2.8454E-06,,34704,0.116066496,3.18E-07
-34740,1.041874108,2.85445E-06,,34740,0.116066496,3.18E-07
-34776,1.045188573,2.86353E-06,,34776,0.116066496,3.18E-07
-34812,1.04851599,2.87265E-06,,34812,0.116066496,3.18E-07
-34848,1.051455851,2.8807E-06,,34848,0.116066496,3.18E-07
-34884,1.054807768,2.88988E-06,,34884,0.116066496,3.18E-07
-34920,1.058172792,2.8991E-06,,34920,0.116066496,3.18E-07
-34956,1.061550979,2.90836E-06,,34956,0.116066496,3.18E-07
-34992,1.064535707,2.91654E-06,,34992,0.116066496,3.18E-07
-35028,1.067938792,2.92586E-06,,35028,0.116066496,3.18E-07
-35064,1.071355198,2.93522E-06,,35064,0.116066496,3.18E-07
-35100,1.07478498,2.94462E-06,,35100,0.116066496,3.18E-07
-35136,1.077815305,2.95292E-06,,35136,0.116066496,3.18E-07
-35172,1.08127039,2.96238E-06,,35172,0.116066496,3.18E-07
-35208,1.084739013,2.97189E-06,,35208,0.116066496,3.18E-07
-35244,1.08822123,2.98143E-06,,35244,0.116066496,3.18E-07
-35280,1.091297893,2.98986E-06,,35280,0.116066496,3.18E-07
-35316,1.094805825,2.99947E-06,,35316,0.116066496,3.18E-07
-35352,1.098327514,3.00912E-06,,35352,0.116066496,3.18E-07
-35388,1.101863019,3.0188E-06,,35388,0.116066496,3.18E-07
-35424,1.104986776,3.02736E-06,,35424,0.116066496,3.18E-07
-35460,1.108548414,3.03712E-06,,35460,0.116066496,3.18E-07
-35496,1.112124035,3.04692E-06,,35496,0.116066496,3.18E-07
-35532,1.115713695,3.05675E-06,,35532,0.116066496,3.18E-07
-35568,1.118885312,3.06544E-06,,35568,0.116066496,3.18E-07
-35604,1.122501532,3.07535E-06,,35604,0.116066496,3.18E-07
-35640,1.126131962,3.08529E-06,,35640,0.116066496,3.18E-07
-35676,1.129776661,3.09528E-06,,35676,0.116066496,3.18E-07
-35712,1.132996918,3.1041E-06,,35712,0.116066496,3.18E-07
-35748,1.136668609,3.11416E-06,,35748,0.116066496,3.18E-07
-35784,1.140354742,3.12426E-06,,35784,0.116066496,3.18E-07
-35820,1.144055377,3.1344E-06,,35820,0.116066496,3.18E-07
-35856,1.147325067,3.14336E-06,,35856,0.116066496,3.18E-07
-35892,1.151053134,3.15357E-06,,35892,0.116066496,3.18E-07
-35928,1.154795879,3.16382E-06,,35928,0.116066496,3.18E-07
-35964,1.158553362,3.17412E-06,,35964,0.116066496,3.18E-07
-36000,1.161873291,3.18321E-06,,36000,0.116066496,3.18E-07
-36036,1.165658654,3.19359E-06,,36036,0.116066496,3.18E-07
-36072,1.169458934,3.204E-06,,36072,0.116066496,3.18E-07
-36108,1.173274193,3.21445E-06,,36108,0.116066496,3.18E-07
-36144,1.176645182,3.22369E-06,,36144,0.116066496,3.18E-07
-36180,1.180488776,3.23422E-06,,36180,0.116066496,3.18E-07
-36216,1.184347531,3.24479E-06,,36216,0.116066496,3.18E-07
-36252,1.188221509,3.2554E-06,,36252,0.116066496,3.18E-07
-36288,1.191644392,3.26478E-06,,36288,0.116066496,3.18E-07
-36324,1.195547168,3.27547E-06,,36324,0.116066496,3.18E-07
-36360,1.199465353,3.28621E-06,,36360,0.116066496,3.18E-07
-36396,1.20339901,3.29698E-06,,36396,0.116066496,3.18E-07
-36432,1.206874634,3.30651E-06,,36432,0.116066496,3.18E-07
-36468,1.21083756,3.31736E-06,,36468,0.116066496,3.18E-07
-36504,1.214816146,3.32826E-06,,36504,0.116066496,3.18E-07
-36540,1.218810457,3.33921E-06,,36540,0.116066496,3.18E-07
-36576,1.222339685,3.34888E-06,,36576,0.116066496,3.18E-07
-36612,1.226363744,3.3599E-06,,36612,0.116066496,3.18E-07
-36648,1.230403719,3.37097E-06,,36648,0.116066496,3.18E-07
-36684,1.234459677,3.38208E-06,,36684,0.116066496,3.18E-07
-36720,1.238043386,3.3919E-06,,36720,0.116066496,3.18E-07
-36756,1.242129578,3.40309E-06,,36756,0.116066496,3.18E-07
-36792,1.246231946,3.41433E-06,,36792,0.116066496,3.18E-07
-36828,1.250350559,3.42562E-06,,36828,0.116066496,3.18E-07
-36864,1.25398964,3.43559E-06,,36864,0.116066496,3.18E-07
-36900,1.258138982,3.44696E-06,,36900,0.116066496,3.18E-07
-36936,1.262304765,3.45837E-06,,36936,0.116066496,3.18E-07
-36972,1.266487059,3.46983E-06,,36972,0.116066496,3.18E-07
-37008,1.270182418,3.47995E-06,,37008,0.116066496,3.18E-07
-37044,1.274395944,3.4915E-06,,37044,0.116066496,3.18E-07
-37080,1.278626181,3.50309E-06,,37080,0.116066496,3.18E-07
-37116,1.282873199,3.51472E-06,,37116,0.116066496,3.18E-07
-37152,1.286625759,3.525E-06,,37152,0.116066496,3.18E-07
-37188,1.290904521,3.53672E-06,,37188,0.116066496,3.18E-07
-37224,1.295200267,3.54849E-06,,37224,0.116066496,3.18E-07
-37260,1.29951307,3.56031E-06,,37260,0.116066496,3.18E-07
-37296,1.303323768,3.57075E-06,,37296,0.116066496,3.18E-07
-37332,1.307668835,3.58265E-06,,37332,0.116066496,3.18E-07
-37368,1.312031165,3.59461E-06,,37368,0.116066496,3.18E-07
-37404,1.316410831,3.60661E-06,,37404,0.116066496,3.18E-07
-37440,1.320280621,3.61721E-06,,37440,0.116066496,3.18E-07
-37476,1.32469308,3.6293E-06,,37476,0.116066496,3.18E-07
-37512,1.329123086,3.64143E-06,,37512,0.116066496,3.18E-07
-37548,1.333570711,3.65362E-06,,37548,0.116066496,3.18E-07
-37584,1.337500563,3.66439E-06,,37584,0.116066496,3.18E-07
-37620,1.34198152,3.67666E-06,,37620,0.116066496,3.18E-07
-37656,1.346480312,3.68899E-06,,37656,0.116066496,3.18E-07
-37692,1.350997013,3.70136E-06,,37692,0.116066496,3.18E-07
-37728,1.354987911,3.7123E-06,,37728,0.116066496,3.18E-07
-37764,1.359538491,3.72476E-06,,37764,0.116066496,3.18E-07
-37800,1.364107199,3.73728E-06,,37800,0.116066496,3.18E-07
-37836,1.368694109,3.74985E-06,,37836,0.116066496,3.18E-07
-37872,1.372747057,3.76095E-06,,37872,0.116066496,3.18E-07
-37908,1.377368403,3.77361E-06,,37908,0.116066496,3.18E-07
-37944,1.382008174,3.78632E-06,,37944,0.116066496,3.18E-07
-37980,1.386666448,3.79909E-06,,37980,0.116066496,3.18E-07
-38016,1.390782464,3.81036E-06,,38016,0.116066496,3.18E-07
-38052,1.395475739,3.82322E-06,,38052,0.116066496,3.18E-07
-38088,1.400187742,3.83613E-06,,38088,0.116066496,3.18E-07
-38124,1.404918551,3.84909E-06,,38124,0.116066496,3.18E-07
-38160,1.409098673,3.86054E-06,,38160,0.116066496,3.18E-07
-38196,1.413865059,3.8736E-06,,38196,0.116066496,3.18E-07
-38232,1.418650481,3.88671E-06,,38232,0.116066496,3.18E-07
-38268,1.423455019,3.89988E-06,,38268,0.116066496,3.18E-07
-38304,1.427700301,3.91151E-06,,38304,0.116066496,3.18E-07
-38340,1.432541,3.92477E-06,,38340,0.116066496,3.18E-07
-38376,1.437401049,3.93809E-06,,38376,0.116066496,3.18E-07
-38412,1.442280528,3.95145E-06,,38412,0.116066496,3.18E-07
-38448,1.446592041,3.96327E-06,,38448,0.116066496,3.18E-07
-38484,1.451508277,3.97674E-06,,38484,0.116066496,3.18E-07
-38520,1.45644418,3.99026E-06,,38520,0.116066496,3.18E-07
-38556,1.461399834,4.00384E-06,,38556,0.116066496,3.18E-07
-38592,1.465778669,4.01583E-06,,38592,0.116066496,3.18E-07
-38628,1.470771684,4.02951E-06,,38628,0.116066496,3.18E-07
-38664,1.475784691,4.04325E-06,,38664,0.116066496,3.18E-07
-38700,1.480817773,4.05703E-06,,38700,0.116066496,3.18E-07
-38736,1.485265038,4.06922E-06,,38736,0.116066496,3.18E-07
-38772,1.490336098,4.08311E-06,,38772,0.116066496,3.18E-07
-38808,1.495427478,4.09706E-06,,38808,0.116066496,3.18E-07
-38844,1.500539265,4.11107E-06,,38844,0.116066496,3.18E-07
-38880,1.505056087,4.12344E-06,,38880,0.116066496,3.18E-07
-38916,1.510206477,4.13755E-06,,38916,0.116066496,3.18E-07
-38952,1.515377522,4.15172E-06,,38952,0.116066496,3.18E-07
-38988,1.520569309,4.16594E-06,,38988,0.116066496,3.18E-07
-39024,1.525781926,4.18022E-06,,39024,0.116066496,3.18E-07
-39060,1.530387862,4.19284E-06,,39060,0.116066496,3.18E-07
-39096,1.535639885,4.20723E-06,,39096,0.116066496,3.18E-07
-39132,1.540912992,4.22168E-06,,39132,0.116066496,3.18E-07
-39168,1.546207273,4.23618E-06,,39168,0.116066496,3.18E-07
-39204,1.550885382,4.249E-06,,39204,0.116066496,3.18E-07
-39240,1.556219718,4.26362E-06,,39240,0.116066496,3.18E-07
-39276,1.561575486,4.27829E-06,,39276,0.116066496,3.18E-07
-39312,1.566952778,4.29302E-06,,39312,0.116066496,3.18E-07
-39348,1.57170425,4.30604E-06,,39348,0.116066496,3.18E-07
-39384,1.577122258,4.32088E-06,,39384,0.116066496,3.18E-07
-39420,1.582562051,4.33579E-06,,39420,0.116066496,3.18E-07
-39456,1.588023723,4.35075E-06,,39456,0.116066496,3.18E-07
-39492,1.59284977,4.36397E-06,,39492,0.116066496,3.18E-07
-39528,1.598352829,4.37905E-06,,39528,0.116066496,3.18E-07
-39564,1.603878035,4.39419E-06,,39564,0.116066496,3.18E-07
-39600,1.609425479,4.40938E-06,,39600,0.116066496,3.18E-07
-39636,1.614327332,4.42281E-06,,39636,0.116066496,3.18E-07
-39672,1.619916848,4.43813E-06,,39672,0.116066496,3.18E-07
-39708,1.625528876,4.4535E-06,,39708,0.116066496,3.18E-07
-39744,1.63116351,4.46894E-06,,39744,0.116066496,3.18E-07
-39780,1.636142421,4.48258E-06,,39780,0.116066496,3.18E-07
-39816,1.641819822,4.49814E-06,,39816,0.116066496,3.18E-07
-39852,1.647520106,4.51375E-06,,39852,0.116066496,3.18E-07
-39888,1.653243371,4.52943E-06,,39888,0.116066496,3.18E-07
-39924,1.658300612,4.54329E-06,,39924,0.116066496,3.18E-07
-39960,1.66406735,4.55909E-06,,39960,0.116066496,3.18E-07
-39996,1.66985735,4.57495E-06,,39996,0.116066496,3.18E-07
-40032,1.675670709,4.59088E-06,,40032,0.116066496,3.18E-07
-40068,1.680807576,4.60495E-06,,40068,0.116066496,3.18E-07
-40104,1.686665128,4.621E-06,,40104,0.116066496,3.18E-07
-40140,1.692546326,4.63711E-06,,40140,0.116066496,3.18E-07
-40176,1.698451271,4.65329E-06,,40176,0.116066496,3.18E-07
-40212,1.70366908,4.66759E-06,,40212,0.116066496,3.18E-07
-40248,1.709618948,4.68389E-06,,40248,0.116066496,3.18E-07
-40284,1.715592853,4.70025E-06,,40284,0.116066496,3.18E-07
-40320,1.721590897,4.71669E-06,,40320,0.116066496,3.18E-07
-40356,1.726890988,4.73121E-06,,40356,0.116066496,3.18E-07
-40392,1.732934698,4.74777E-06,,40392,0.116066496,3.18E-07
-40428,1.739002844,4.76439E-06,,40428,0.116066496,3.18E-07
-40464,1.744364891,4.77908E-06,,40464,0.116066496,3.18E-07
-40500,1.750479263,4.79583E-06,,40500,0.116066496,3.18E-07
-40536,1.756618369,4.81265E-06,,40536,0.116066496,3.18E-07
-40572,1.762782316,4.82954E-06,,40572,0.116066496,3.18E-07
-40608,1.768229031,4.84446E-06,,40608,0.116066496,3.18E-07
-40644,1.774439969,4.86148E-06,,40644,0.116066496,3.18E-07
-40680,1.780676052,4.87856E-06,,40680,0.116066496,3.18E-07
-40716,1.786937385,4.89572E-06,,40716,0.116066496,3.18E-07
-40752,1.792470171,4.91088E-06,,40752,0.116066496,3.18E-07
-40788,1.798779274,4.92816E-06,,40788,0.116066496,3.18E-07
-40824,1.805113939,4.94552E-06,,40824,0.116066496,3.18E-07
-40860,1.811474272,4.96294E-06,,40860,0.116066496,3.18E-07
-40896,1.817094555,4.97834E-06,,40896,0.116066496,3.18E-07
-40932,1.82350345,4.9959E-06,,40932,0.116066496,3.18E-07
-40968,1.829938329,5.01353E-06,,40968,0.116066496,3.18E-07
-41004,1.836399303,5.03123E-06,,41004,0.116066496,3.18E-07
-41040,1.842108533,5.04687E-06,,41040,0.116066496,3.18E-07
-41076,1.848618873,5.06471E-06,,41076,0.116066496,3.18E-07
-41112,1.855155629,5.08262E-06,,41112,0.116066496,3.18E-07
-41148,1.861718912,5.1006E-06,,41148,0.116066496,3.18E-07
-41184,1.867518563,5.11649E-06,,41184,0.116066496,3.18E-07
-41220,1.874132031,5.13461E-06,,41220,0.116066496,3.18E-07
-41256,1.880772352,5.1528E-06,,41256,0.116066496,3.18E-07
-41292,1.88743964,5.17107E-06,,41292,0.116066496,3.18E-07
-41328,1.893331212,5.18721E-06,,41328,0.116066496,3.18E-07
-41364,1.900049518,5.20562E-06,,41364,0.116066496,3.18E-07
-41400,1.906795122,5.2241E-06,,41400,0.116066496,3.18E-07
-41436,1.913568141,5.24265E-06,,41436,0.116066496,3.18E-07
-41472,1.919553159,5.25905E-06,,41472,0.116066496,3.18E-07
-41508,1.926378042,5.27775E-06,,41508,0.116066496,3.18E-07
-41544,1.933230676,5.29652E-06,,41544,0.116066496,3.18E-07
-41580,1.940111181,5.31537E-06,,41580,0.116066496,3.18E-07
-41616,1.946191194,5.33203E-06,,41616,0.116066496,3.18E-07
-41652,1.953124423,5.35103E-06,,41652,0.116066496,3.18E-07
-41688,1.960085865,5.3701E-06,,41688,0.116066496,3.18E-07
-41724,1.967075639,5.38925E-06,,41724,0.116066496,3.18E-07
-41760,1.973252226,5.40617E-06,,41760,0.116066496,3.18E-07
-41796,1.9802956,5.42547E-06,,41796,0.116066496,3.18E-07
-41832,1.987367655,5.44484E-06,,41832,0.116066496,3.18E-07
-41868,1.994468513,5.4643E-06,,41868,0.116066496,3.18E-07
-41904,2.000743278,5.48149E-06,,41904,0.116066496,3.18E-07
-41940,2.007898626,5.50109E-06,,41940,0.116066496,3.18E-07
-41976,2.015083131,5.52078E-06,,41976,0.116066496,3.18E-07
-42012,2.022296918,5.54054E-06,,42012,0.116066496,3.18E-07
-42048,2.028671491,5.558E-06,,42048,0.116066496,3.18E-07
-42084,2.035940674,5.57792E-06,,42084,0.116066496,3.18E-07
-42120,2.043239498,5.59792E-06,,42120,0.116066496,3.18E-07
-42156,2.050568091,5.61799E-06,,42156,0.116066496,3.18E-07
-42192,2.057044131,5.63574E-06,,42192,0.116066496,3.18E-07
-42228,2.06442904,5.65597E-06,,42228,0.116066496,3.18E-07
-42264,2.071844084,5.67629E-06,,42264,0.116066496,3.18E-07
-42300,2.07928939,5.69668E-06,,42300,0.116066496,3.18E-07
-42336,2.085868584,5.71471E-06,,42336,0.116066496,3.18E-07
-42372,2.093371143,5.73526E-06,,42372,0.116066496,3.18E-07
-42408,2.100904338,5.7559E-06,,42408,0.116066496,3.18E-07
-42444,2.108468299,5.77663E-06,,42444,0.116066496,3.18E-07
-42480,2.115152362,5.79494E-06,,42480,0.116066496,3.18E-07
-42516,2.122774528,5.81582E-06,,42516,0.116066496,3.18E-07
-42552,2.130427839,5.83679E-06,,42552,0.116066496,3.18E-07
-42588,2.138112429,5.85784E-06,,42588,0.116066496,3.18E-07
-42624,2.144903105,5.87645E-06,,42624,0.116066496,3.18E-07
-42660,2.152646867,5.89766E-06,,42660,0.116066496,3.18E-07
-42696,2.160422293,5.91897E-06,,42696,0.116066496,3.18E-07
-42732,2.168229518,5.94035E-06,,42732,0.116066496,3.18E-07
-42768,2.175128581,5.95926E-06,,42768,0.116066496,3.18E-07
-42804,2.182995963,5.98081E-06,,42804,0.116066496,3.18E-07
-42840,2.190895536,6.00245E-06,,42840,0.116066496,3.18E-07
-42876,2.198827437,6.02418E-06,,42876,0.116066496,3.18E-07
-42912,2.205836691,6.04339E-06,,42912,0.116066496,3.18E-07
-42948,2.213829751,6.06529E-06,,42948,0.116066496,3.18E-07
-42984,2.221855538,6.08728E-06,,42984,0.116066496,3.18E-07
-43020,2.22991419,6.10935E-06,,43020,0.116066496,3.18E-07
-43056,2.237035471,6.12886E-06,,43056,0.116066496,3.18E-07
-43092,2.245156301,6.15111E-06,,43092,0.116066496,3.18E-07
-43128,2.253310402,6.17345E-06,,43128,0.116066496,3.18E-07
-43164,2.261497917,6.19588E-06,,43164,0.116066496,3.18E-07
-43200,2.26873309,6.21571E-06,,43200,0.116066496,3.18E-07
